,minimum price for this item in all shops,the shops id that sold this item at minimum price,amount in all months
18029,157.0,12,1.0
18030,158.69,51,3.0
18031,156.85,51,2.0
18032,249.0,28,3.0
18033,239.2,27,10.0
18034,157.0,12,1.0
18035,157.0,12,1.0
18036,157.0,12,1.0
18037,157.0,12,1.0
18038,239.2,21,1.0
18039,249.0,47,8.0
18040,157.0,12,2.0
18041,172.0,12,1.0
18042,157.0,12,3.0
18043,157.0,12,3.0
18044,157.0,12,2.0
18045,157.0,12,2.0
18046,157.0,12,1.0
18047,239.2,27,41.0
18048,166.2,51,1.0
18049,172.0,51,1.0
18050,157.0,12,1.0
18051,239.2,46,3.0
18052,156.85,51,2.0
18053,127.0,55,2.0
18054,100.0,55,1.0
18055,100.0,55,1.0
18056,175.0,51,3.0
18057,1169.0,17,1.0
18058,88.0,51,5.0
18059,134.0,10,1.0
18060,172.0,55,1.0
18061,28.0,25,1.0
18062,4999.0,25,0.0
18063,298.0,54,6.0
18064,398.0,31,5.0
18065,698.0,59,2.0
18066,58.0,18,1.0
18067,698.0,25,3.0
18068,663.0,13,3.0
18069,1049.0,10,1.0
18070,1519.0,35,4.0
18071,1093.0,13,6.0
18072,1305.0,10,1.0
18073,1798.0,25,2.0
18074,167.0,51,3.0
18075,299.0,22,1.0
18076,299.0,54,2.0
18077,167.0,51,1.0
18078,127.0,13,4.0
18079,127.0,13,4.0
18080,121.0,0,2.0
18081,121.0,0,1.0
18082,230.0,0,1.0
18083,1035.0,10,3.0
18084,143.0,0,1.0
18085,299.0,31,8.0
18086,299.0,31,10.0
18087,299.0,31,15.0
18088,299.0,31,2.0
18089,141.0,51,4.0
18090,25.0,55,23.0
18091,225.0,51,2.0
18092,198.0,25,4.0
18093,188.0,13,1.0
18094,148.0,25,1.0
18095,198.0,30,6.0
18096,225.0,0,2.0
18097,181.0,1,4.0
18098,21.0,10,1.0
18099,167.0,51,9.0
18100,167.0,51,2.0
18101,2100.0,12,11.0
18102,3299.0,9,5.0
18103,3799.0,20,1.0
18104,2549.0,31,8.0
18105,3194.0,57,2.0
18106,3600.0,27,37.0
18107,3039.0,21,1.0
18108,2598.01,19,2.0
18109,2079.0,16,4.0
18110,225.0,13,3.0
18111,49.0,27,6.0
18112,148.0,31,1.0
18113,28.0,57,5.0
18114,265.0,51,8.0
18115,199.0,31,22.0
18116,80.0,10,2.0
18117,110.0,51,6.0
18118,28.0,31,5.0
18119,98.0,31,3.0
18120,49.0,25,14.0
18121,199.0,28,1.0
18122,198.0,57,45.0
18123,148.0,2,1.0
18124,28.0,25,1.0
18125,249.0,31,2.0
18126,70.0,51,4.0
18127,28.0,54,1.0
18128,48.0,25,5.0
18129,260.0,51,2.0
18130,28.0,31,28.0
18131,370.0,51,1.0
18132,249.0,46,1.0
18133,66.19,51,2.0
18134,240.0,13,3.0
18135,204.0,51,1.0
18136,199.0,31,7.0
18137,1099.0,17,2.0
18138,238.0,10,2.0
18139,215.2,30,2.0
18140,385.0,51,1.0
18141,221.0,1,1.0
18142,1199.0,25,1.0
18143,132.78,54,3.0
18144,58.0,5,10.0
18145,1259.0,22,3.0
18146,298.0,42,9.0
18147,72.0,51,2.0
18148,255.96,51,5.0
18149,458.8,51,2.0
18150,77.0,51,2.0
18151,95.0,51,2.0
18152,249.0,25,1.0
18153,24.0,31,13.0
18154,49.0,14,1.0
18155,28.0,54,5.0
18156,58.0,2,1.0
18157,98.0,42,1.0
18158,58.0,42,1.0
18159,28.0,44,1.0
18160,27.0,0,1.0
18161,28.0,25,1.0
18162,199.0,50,1.0
18163,98.0,26,6.0
18164,55.0,51,13.0
18165,222.22,51,3.0
18166,28.0,38,1.0
18167,98.0,54,2.0
18168,195.0,51,1.0
18169,73.0,10,1.0
18170,98.0,28,3.0
18171,28.0,6,4.0
18172,98.0,31,13.0
18173,58.0,42,3.0
18175,250.0,13,9.0
18176,69.0,51,3.0
18177,110.0,51,1.0
18178,147.0,13,1.0
18179,58.0,31,2.0
18180,148.0,25,1.0
18181,199.0,31,15.0
18182,28.0,25,6.0
18183,110.0,51,1.0
18184,155.13,51,4.0
18185,299.0,31,26.0
18186,152.15,51,24.0
18187,152.15,51,10.0
18188,329.0,56,2.0
18189,152.0,51,32.0
18190,182.22,51,5.0
18191,161.0,51,33.0
18192,161.0,51,29.0
18193,58.0,54,3.0
18194,161.0,51,8.0
18195,155.13,51,34.0
18196,98.0,31,12.0
18197,28.0,54,3.0
18198,299.0,52,1.0
18199,55.0,0,1.0
18200,219.0,51,9.0
18201,219.0,51,3.0
18202,28.0,37,2.0
18203,299.0,30,1.0
18204,161.0,51,9.0
18205,167.0,51,17.0
18206,161.0,51,159.0
18207,98.0,25,1.0
18208,127.0,51,2.0
18209,167.0,51,6.0
18210,28.0,54,3.0
18211,28.0,31,8.0
18212,199.0,56,3.0
18213,198.0,54,1.0
18214,86.0,0,2.0
18215,28.0,31,5.0
18216,28.0,54,1.0
18217,58.0,22,2.0
18218,58.0,31,9.0
18219,209.55,51,6.0
18220,171.0,51,3.0
18221,199.0,54,1.0
18222,170.0,51,6.0
18223,58.0,54,4.0
18224,58.0,54,2.0
18225,28.0,54,13.0
18226,1399.0,54,1.0
18227,248.0,46,1.0
18228,28.0,31,12.0
18229,28.0,18,1.0
18230,27.0,51,2.0
18231,110.0,13,4.0
18232,58.0,25,6.0
18233,167.0,51,1.0
18234,28.0,15,1.0
18235,58.0,54,3.0
18236,28.0,31,7.0
18237,58.0,57,5.0
18238,183.0,0,1.0
18239,58.0,43,1.0
18240,161.0,51,3.0
18241,98.0,31,11.0
18242,161.0,0,1.0
18243,98.0,31,9.0
18244,28.0,25,1.0
18245,949.0,25,1.0
18246,98.0,25,1.0
18247,27.0,1,1.0
18248,110.0,13,2.0
18249,110.0,0,2.0
18250,58.0,54,1.0
18251,110.0,1,1.0
18252,58.0,54,1.0
18253,167.0,51,7.0
18254,110.0,13,5.0
18255,98.6,10,5.0
18256,54.0,51,2.0
18257,102.18,51,9.0
18258,110.0,13,3.0
18259,110.0,51,5.0
18260,67.2,13,11.0
18261,58.0,54,1.0
18262,98.0,25,1.0
18263,58.0,25,3.0
18264,199.0,25,2.0
18265,110.0,51,7.0
18266,28.0,54,3.0
18267,1099.0,6,1.0
18268,28.0,59,1.0
18269,93.0,51,4.0
18270,28.0,54,5.0
18271,28.0,54,5.0
18272,110.0,0,1.0
18273,110.0,13,4.0
18274,69.64,13,9.0
18275,28.0,59,3.0
18276,299.0,56,2.0
18277,58.0,28,3.0
18278,167.0,51,13.0
18279,161.0,51,40.0
18280,69.0,12,2.0
18281,110.0,51,5.0
18282,110.0,1,1.0
18283,110.0,0,2.0
18284,110.0,51,4.0
18285,167.0,51,2.0
18286,114.0,51,8.0
18287,219.0,0,1.0
18288,28.0,31,10.0
18289,110.0,51,3.0
18290,199.0,31,1.0
18291,110.0,1,1.0
18292,98.0,25,3.0
18293,148.0,54,1.0
18294,161.0,51,37.0
18295,161.0,51,67.0
18296,99.0,54,1.0
18297,28.0,38,2.0
18298,28.0,57,46.0
18299,28.0,25,2.0
18300,28.0,31,8.0
18301,28.0,28,13.0
18302,161.0,51,5.0
18303,239.0,31,1.0
18304,28.0,15,1.0
18305,161.0,51,4.0
18306,110.0,0,2.0
18307,110.0,13,8.0
18308,161.0,0,1.0
18309,28.0,31,8.0
18310,161.0,51,1.0
18311,110.0,51,1.0
18312,58.0,31,12.0
18313,199.0,26,1.0
18314,161.0,13,1.0
18315,113.89,51,35.0
18316,148.0,54,4.0
18317,110.0,51,2.0
18318,110.0,51,4.0
18319,110.0,51,4.0
18320,110.0,51,16.0
18321,28.0,27,1.0
18322,102.18,51,15.0
18323,119.94,51,1.0
18324,167.0,51,32.0
18325,69.64,13,10.0
18326,114.0,51,7.0
18327,329.0,31,7.0
18328,110.0,51,2.0
18329,219.0,51,7.0
18330,28.0,54,4.0
18331,148.0,56,4.0
18332,167.0,51,16.0
18333,161.0,51,78.0
18334,114.0,51,6.0
18335,167.0,51,2.0
18336,161.0,51,5.0
18337,149.0,31,12.0
18338,161.0,51,31.0
18339,161.0,51,9.0
18340,55.0,51,1.0
18341,104.5,10,1.0
18342,75.0,51,4.0
18343,249.0,54,1.0
18344,69.64,13,8.0
18345,28.0,31,3.0
18346,55.0,0,1.0
18347,114.0,51,1.0
18348,98.0,37,1.0
18349,28.0,31,8.0
18350,98.0,25,6.0
18351,98.0,25,2.0
18352,110.0,1,2.0
18353,28.0,32,1.0
18354,98.0,54,2.0
18355,349.0,31,2.0
18356,28.0,54,1.0
18357,118.44,51,9.0
18358,125.0,51,14.0
18359,167.0,51,7.0
18360,102.18,51,13.0
18361,167.0,51,6.0
18362,316.0,51,24.0
18363,167.0,51,4.0
18364,110.0,51,35.0
18365,28.0,31,6.0
18366,110.0,1,1.0
18367,28.0,31,7.0
18368,114.0,51,6.0
18369,28.0,31,6.0
18370,114.0,51,4.0
18371,98.0,54,2.0
18372,299.0,25,1.0
18373,28.0,54,1.0
18374,28.0,54,1.0
18375,329.0,56,7.0
18376,98.0,31,6.0
18377,110.0,51,7.0
18378,69.0,12,1.0
18379,75.0,13,6.0
18380,75.0,51,3.0
18381,75.0,10,1.0
18382,299.0,54,2.0
18383,249.0,31,1.0
18384,75.0,51,16.0
18385,28.0,24,1.0
18386,98.0,54,1.0
18387,28.0,54,5.0
18388,58.0,28,10.0
18389,58.0,48,1.0
18390,138.0,51,1.0
18391,28.0,31,1.0
18392,141.0,51,7.0
18393,167.0,51,8.0
18394,161.0,51,20.0
18395,1849.0,6,1.0
18396,140.0,51,7.0
18397,249.0,31,3.0
18398,28.0,54,2.0
18399,28.0,31,5.0
18400,28.0,57,14.0
18401,69.64,13,7.0
18402,161.0,51,5.0
18403,161.0,51,7.0
18404,28.0,31,14.0
18405,110.0,51,2.0
18406,110.0,13,14.0
18407,115.0,51,3.0
18408,110.0,1,1.0
18409,28.0,31,9.0
18410,90.0,13,1.0
18411,67.2,13,8.0
18412,110.0,51,4.0
18413,110.0,13,6.0
18414,633.0,51,1.0
18415,2300.0,10,1.0
18416,110.0,1,1.0
18417,110.0,10,1.0
18418,199.0,25,1.0
18419,398.0,54,1.0
18420,58.0,31,1.0
18421,58.0,18,1.0
18422,58.0,31,8.0
18423,110.0,51,2.0
18424,91.11,51,6.0
18425,167.0,51,11.0
18426,55.0,51,9.0
18427,161.0,51,28.0
18428,69.0,54,1.0
18429,69.0,25,2.0
18430,75.0,51,4.0
18431,167.0,51,28.0
18432,55.0,0,1.0
18433,28.0,28,4.0
18434,72.0,51,5.0
18435,28.0,25,2.0
18436,120.0,13,1.0
18437,58.0,56,11.0
18438,134.69,51,7.0
18439,110.0,51,35.0
18440,249.0,25,1.0
18441,173.0,10,3.0
18442,110.0,51,6.0
18443,58.0,31,6.0
18444,58.0,31,12.0
18445,110.0,51,7.0
18446,67.2,13,2.0
18447,27.0,0,1.0
18448,58.0,54,3.0
18449,93.0,13,3.0
18450,28.0,26,8.0
18451,28.0,12,2.0
18452,110.0,51,14.0
18453,98.0,51,17.0
18454,98.0,51,14.0
18455,170.0,51,11.0
18456,129.16,51,16.0
18457,213.65,51,15.0
18458,58.0,38,1.0
18459,299.0,31,2.0
18460,161.0,51,4.0
18461,161.0,51,4.0
18462,110.0,51,13.0
18463,110.0,51,11.0
18464,110.0,51,10.0
18465,110.0,51,2.0
18466,110.0,51,11.0
18467,110.0,51,3.0
18468,58.0,31,8.0
18469,98.0,31,8.0
18470,28.0,25,1.0
18471,28.0,54,5.0
18472,28.0,54,8.0
18473,58.0,28,67.0
18474,28.0,31,40.0
18475,69.64,13,18.0
18476,98.0,51,13.0
18477,102.18,51,8.0
18478,170.0,51,7.0
18479,125.5,10,6.0
18480,213.65,51,10.0
18481,101.49,51,10.0
18482,349.0,56,2.0
18483,349.0,21,2.0
18484,102.18,51,9.0
18485,167.0,51,18.0
18486,161.0,51,48.0
18487,154.89,51,58.0
18488,58.0,25,3.0
18489,125.0,51,21.0
18490,299.0,31,2.0
18491,110.0,51,9.0
18492,110.0,51,9.0
18493,167.0,51,7.0
18494,182.22,51,3.0
18495,28.0,31,7.0
18496,114.0,51,12.0
18497,135.72,10,1.0
18498,69.64,13,9.0
18499,114.0,51,15.0
18500,114.0,51,2.0
18501,167.0,51,9.0
18502,169.0,31,4.0
18503,399.0,16,2.0
18504,28.0,54,1.0
18505,98.0,54,3.0
18506,58.0,25,3.0
18507,28.0,31,9.0
18508,28.0,31,7.0
18509,58.0,54,4.0
18510,28.0,31,6.0
18511,112.0,51,13.0
18512,75.0,51,1.0
18513,140.0,51,1.0
18514,329.0,56,1.0
18515,28.0,31,12.0
18516,98.0,25,3.0
18517,90.0,13,1.0
18518,1599.0,25,1.0
18519,1838.0,10,1.0
18520,150.0,51,2.0
18521,150.0,51,1.0
18522,28.0,54,3.0
18523,530.0,10,2.0
18524,28.0,54,1.0
18525,110.0,13,4.0
18526,268.0,13,1.0
18527,58.0,54,5.0
18528,200.0,0,1.0
18529,93.08,51,2.0
18530,148.62,51,1.0
18531,70.0,51,1.0
18532,69.0,51,7.0
18533,28.0,25,1.0
18534,28.0,54,4.0
18535,49.0,14,1.0
18536,58.0,31,3.0
18537,28.0,56,1.0
18538,28.0,21,3.0
18539,119.0,51,18.0
18540,27.0,13,3.0
18541,27.0,0,1.0
18542,98.0,54,2.0
18543,140.0,10,2.0
18544,74.0,31,44.0
18545,49.0,31,38.0
18546,49.0,31,44.0
18547,299.0,46,1.0
18548,49.0,31,40.0
18549,69.0,51,17.0
18550,69.0,51,18.0
18551,255.0,10,3.0
18552,85.0,51,1.0
18553,85.0,51,1.0
18554,77.0,51,1.0
18555,110.0,51,13.0
18556,28.0,25,3.0
18557,13.0,14,1.0
18558,58.0,54,2.0
18559,49.0,53,2.0
18561,70.0,10,2.0
18562,69.0,51,4.0
18563,58.0,21,1.0
18564,148.76,42,2.0
18565,28.0,54,2.0
18566,28.0,54,1.0
18567,98.0,42,1.0
18568,399.0,42,3.0
18569,198.0,30,1.0
18570,257.85,51,5.0
18571,544.69,51,1.0
18572,404.07,51,4.0
18573,195.0,51,1.0
18574,28.0,42,9.0
18575,28.0,42,4.0
18576,58.0,45,1.0
18577,28.0,59,4.0
18578,221.0,13,12.0
18579,199.0,31,17.0
18580,200.0,0,2.0
18581,198.0,25,15.0
18582,76.0,51,3.0
18583,161.0,10,1.0
18584,138.0,51,3.0
18585,27.0,51,1.0
18586,242.0,0,5.0
18587,148.0,57,5.0
18588,28.0,57,18.0
18589,95.0,51,4.0
18590,138.0,10,1.0
18591,64.42,51,5.0
18592,63.54,10,3.0
18593,78.0,13,1.0
18594,319.2,49,1.0
18595,672.18,10,2.0
18596,76.0,13,3.0
18597,28.0,54,1.0
18598,299.0,12,1.0
18599,73.0,1,1.0
18600,28.0,31,8.0
18601,98.0,16,1.0
18602,137.0,13,5.0
18603,14.0,6,7.0
18604,137.0,13,4.0
18605,137.0,13,5.0
18606,137.0,13,4.0
18607,99.0,31,14.0
18608,137.0,13,6.0
18609,229.0,41,1.0
18610,148.0,26,1.0
18611,58.0,56,2.0
18612,95.0,51,1.0
18613,28.0,57,7.0
18614,28.0,21,1.0
18615,248.0,54,1.0
18616,49.0,21,1.0
18617,110.0,51,9.0
18618,28.0,31,2.0
18619,110.0,51,5.0
18620,110.0,51,4.0
18621,58.0,31,8.0
18622,60.48,13,33.0
18623,276.25,42,11.0
18624,249.0,25,29.0
18625,247.22,51,2.0
18626,425.22,10,1.0
18628,1999.0,6,2.0
18629,599.0,15,1.0
18630,268.0,51,8.0
18631,73.0,51,15.0
18632,198.0,18,1.0
18633,16.0,51,18.0
18634,62.75,10,2.0
18635,149.0,31,4.0
18636,58.0,25,1.0
18637,190.0,51,1.0
18638,58.0,51,3.0
18639,179.0,51,1.0
18640,99.0,31,13.0
18641,288.0,10,1.0
18642,58.0,31,6.0
18643,349.0,25,4.0
18644,249.0,43,2.0
18645,249.0,43,1.0
18646,225.0,10,1.0
18647,98.0,23,1.0
18648,66.0,13,1.0
18649,67.0,51,5.0
18650,28.0,54,4.0
18651,399.0,25,6.0
18652,279.0,25,6.0
18653,249.0,37,1.0
18654,249.0,37,1.0
18655,77.0,51,3.0
18656,79.0,0,3.0
18657,28.0,52,2.0
18658,28.0,25,1.0
18659,139.34,21,3.0
18660,44.3,13,10.0
18661,27.0,0,1.0
18662,149.0,54,1.0
18663,58.0,21,2.0
18664,49.0,52,3.0
18665,199.0,31,1.0
18666,110.0,51,1.0
18667,98.0,42,1.0
18668,28.0,56,3.0
18669,73.53,51,13.0
18670,299.0,54,1.0
18671,219.0,13,2.0
18672,133.79,13,7.0
18673,28.0,25,3.0
18674,220.0,0,1.0
18675,110.0,13,3.0
18676,199.0,25,1.0
18677,108.0,51,6.0
18678,72.0,51,2.0
18679,219.0,13,11.0
18680,72.0,51,5.0
18681,265.0,51,1.0
18682,58.0,31,10.0
18683,28.0,31,11.0
18684,92.0,51,2.0
18685,110.0,13,13.0
18686,110.0,51,4.0
18687,199.0,18,1.0
18688,72.0,51,6.0
18689,574.0,0,1.0
18690,27.0,0,1.0
18691,199.0,31,1.0
18692,199.0,25,1.0
18693,98.0,25,2.0
18694,219.0,13,1.0
18695,749.0,25,1.0
18696,133.79,13,4.0
18697,72.0,0,1.0
18698,75.0,13,4.0
18699,72.0,51,7.0
18700,75.0,51,7.0
18701,87.0,51,8.0
18702,189.05,35,1.0
18703,111.0,10,1.0
18704,110.0,13,9.0
18705,79.0,25,6.0
18706,67.0,51,6.0
18707,149.0,6,1.0
18708,188.4,35,3.0
18709,37.0,13,1.0
18710,104.0,54,1.0
18711,29.0,22,1.0
18712,148.0,27,1.0
18713,57.0,51,6.0
18714,64.42,51,4.0
18715,150.0,51,2.0
18716,57.0,51,2.0
18717,64.0,51,7.0
18718,73.0,13,2.0
18719,44.59,51,4.0
18720,66.0,13,1.0
18721,58.0,51,17.0
18722,149.0,26,1.0
18723,549.0,5,1.0
18724,75.0,10,1.0
18725,75.0,10,1.0
18726,28.0,56,5.0
18727,93.0,51,1.0
18728,248.0,54,4.0
18729,28.0,54,1.0
18730,78.4,54,1.0
18731,55.0,51,1.0
18732,58.0,54,1.0
18733,386.0,51,4.0
18734,199.0,31,12.0
18735,58.0,31,4.0
18736,190.0,51,1.0
18737,80.0,10,4.0
18738,331.0,51,3.0
18739,190.0,51,2.0
18740,105.0,51,5.0
18741,567.0,51,4.0
18742,276.0,51,1.0
18743,349.0,31,5.0
18744,76.0,10,1.0
18745,249.0,4,1.0
18746,76.0,13,4.0
18747,198.0,29,1.0
18748,58.0,35,1.0
18749,75.0,51,6.0
18750,235.0,13,6.0
18751,95.0,51,1.0
18752,185.0,13,15.0
18753,226.33,51,9.0
18754,148.0,6,4.0
18755,27.0,51,4.0
18756,236.0,13,7.0
18757,1399.0,7,1.0
18758,95.0,13,2.0
18759,249.0,25,5.0
18760,70.0,51,2.0
18761,69.0,51,15.0
18762,99.0,25,4.0
18763,40.6,31,4.0
18764,249.0,25,1.0
18765,49.0,31,5.0
18766,28.0,21,1.0
18767,27.0,0,1.0
18768,28.0,54,5.0
18769,28.0,25,1.0
18770,44.67,16,1.0
18771,28.0,25,14.0
18772,199.33,42,4.0
18773,190.0,13,4.0
18774,466.0,6,3.0
18775,28.0,46,1.0
18776,200.0,10,2.0
18777,200.0,10,2.0
18778,200.0,10,2.0
18779,200.0,10,2.0
18780,28.0,56,1.0
18781,80.0,51,4.0
18782,160.0,13,1.0
18783,100.0,1,1.0
18784,58.0,21,1.0
18785,149.0,46,1.0
18786,28.0,56,1.0
18787,252.0,13,1.0
18788,98.0,30,1.0
18789,78.0,51,2.0
18790,149.0,30,1.0
18791,149.0,57,27.0
18792,149.0,25,13.0
18793,49.0,31,11.0
18794,270.0,51,1.0
18795,475.0,51,1.0
18796,149.0,28,14.0
18797,198.0,31,2.0
18798,77.0,0,1.0
18799,49.0,31,45.0
18800,28.0,54,6.0
18801,49.0,31,6.0
18802,95.0,0,2.0
18803,28.0,56,2.0
18804,49.0,31,6.0
18805,95.0,0,3.0
18806,95.0,51,1.0
18807,200.0,0,1.0
18808,95.0,1,1.0
18809,98.0,54,2.0
18810,80.0,51,2.0
18811,28.0,31,2.0
18812,247.9,28,1.0
18813,49.0,56,9.0
18814,149.0,54,3.0
18815,49.0,57,7.0
18816,77.0,13,1.0
18817,77.0,0,1.0
18818,14.0,18,2.0
18819,248.0,24,1.0
18820,28.0,27,3.0
18821,77.0,51,9.0
18822,37.88,13,7.0
18823,137.0,0,3.0
18824,99.0,30,2.0
18825,99.0,31,76.0
18826,28.0,31,31.0
18827,49.0,31,45.0
18828,75.0,51,11.0
18829,75.0,51,13.0
18830,49.0,25,20.0
18831,92.41,51,3.0
18832,45.21,51,13.0
18833,49.0,31,62.0
18834,82.79,51,5.0
18835,127.64,51,7.0
18836,49.0,31,31.0
18837,74.5,54,40.0
18838,49.0,56,9.0
18839,149.0,54,7.0
18840,88.25,51,5.0
18841,288.0,51,1.0
18842,77.0,51,3.0
18843,69.31,13,2.0
18844,40.6,25,8.0
18845,77.0,51,6.0
18846,68.0,54,33.0
18847,74.5,31,42.0
18848,75.0,51,10.0
18849,72.95,51,16.0
18850,49.5,57,32.0
18851,89.4,11,2.0
18852,199.0,46,2.0
18853,58.0,38,1.0
18854,138.6,25,2.0
18855,100.0,51,4.0
18856,208.6,54,5.0
18857,200.0,0,1.0
18858,49.0,31,3.0
18859,28.0,12,2.0
18860,95.0,51,1.0
18861,98.0,35,1.0
18862,149.5,25,7.0
18863,58.0,54,2.0
18864,58.0,38,1.0
18865,58.0,54,1.0
18866,14.0,31,5.0
18867,98.0,54,2.0
18868,95.0,51,4.0
18869,148.0,54,2.0
18870,149.0,15,1.0
18871,95.0,13,1.0
18872,119.2,56,1.0
18873,99.0,35,3.0
18874,449.0,10,2.0
18875,199.0,30,3.0
18876,58.0,25,3.0
18877,110.0,13,3.0
18878,93.0,0,1.0
18879,81.0,0,1.0
18880,58.0,37,2.0
18881,28.0,57,6.0
18882,70.0,51,16.0
18883,27.0,51,2.0
18884,41.83,51,27.0
18885,187.96,51,1.0
18886,23.53,51,2.0
18887,78.0,51,3.0
18888,198.0,31,7.0
18889,28.0,25,2.0
18890,28.0,57,3.0
18891,98.0,5,1.0
18892,67.0,51,3.0
18893,28.0,57,5.0
18894,28.0,31,18.0
18895,158.0,0,1.0
18896,47.87,13,5.0
18897,28.0,25,8.0
18898,98.0,31,5.0
18899,72.0,51,2.0
18900,28.0,52,3.0
18901,98.0,57,1.0
18902,69.0,51,5.0
18903,72.0,10,1.0
18904,93.0,1,1.0
18905,28.0,4,5.0
18906,28.0,25,2.0
18907,126.0,51,3.0
18908,1199.0,30,1.0
18909,28.0,31,1.0
18910,270.17,51,8.0
18911,63.0,51,3.0
18912,740.78,51,1.0
18914,58.0,30,1.0
18915,242.03,10,1.0
18916,199.0,57,1.0
18917,399.0,57,1.0
18918,67.0,51,1.0
18919,98.0,56,15.0
18920,148.0,57,8.0
18921,298.0,28,13.0
18922,78.0,51,5.0
18923,191.81,51,6.0
18924,88.57,51,5.0
18925,77.0,51,17.0
18926,98.0,3,1.0
18927,74.0,13,1.0
18928,149.0,31,4.0
18929,28.0,56,1.0
18930,76.0,0,2.0
18931,28.0,25,2.0
18932,58.0,56,3.0
18933,370.0,51,1.0
18934,990.0,25,3.0
18935,77.0,51,6.0
18936,249.0,25,7.0
18937,368.0,51,1.0
18938,249.0,46,1.0
18939,149.0,31,16.0
18940,249.0,46,1.0
18941,149.0,31,3.0
18942,80.0,51,1.0
18943,100.0,13,1.0
18944,148.62,51,1.0
18945,149.0,31,8.0
18946,69.0,51,16.0
18947,231.0,0,1.0
18948,70.0,13,1.0
18949,28.0,54,4.0
18950,28.0,19,3.0
18951,225.0,13,5.0
18952,45.82,13,1.0
18953,26.44,13,5.0
18954,28.0,25,2.0
18955,58.0,31,1.0
18956,58.0,30,1.0
18957,161.89,13,12.0
18958,312.0,51,6.0
18959,189.1,51,2.0
18960,28.0,39,1.0
18961,28.0,54,2.0
18962,249.0,6,1.0
18963,268.0,13,4.0
18964,74.5,31,18.0
18965,110.0,51,3.0
18966,76.0,51,1.0
18967,28.0,54,5.0
18968,76.0,51,2.0
18969,158.8,15,5.0
18970,69.3,31,15.0
18971,28.0,57,5.0
18972,98.0,25,3.0
18973,28.0,54,4.0
18974,230.14,51,6.0
18975,149.0,31,22.0
18976,51.35,51,20.0
18977,198.0,31,10.0
18978,69.0,51,8.0
18980,49.0,31,18.0
18981,28.0,54,2.0
18982,28.0,52,2.0
18983,95.0,51,2.0
18984,28.0,28,1.0
18985,548.5,37,1.0
18986,69.0,12,1.0
18987,28.0,21,2.0
18988,49.0,37,2.0
18989,49.0,59,4.0
18990,28.0,35,1.0
18991,28.0,25,2.0
18992,132.67,42,3.0
18993,599.0,21,1.0
18994,100.0,51,4.0
18995,176.49,51,4.0
18996,64.09,51,2.0
18997,58.0,25,2.0
18998,118.6,15,2.0
18999,74.5,31,10.0
19000,139.34,51,1.0
19001,138.23,10,2.0
19002,28.0,42,9.0
19003,69.67,51,3.0
19004,62.75,51,15.0
19005,71.93,51,5.0
19006,123.88,51,10.0
19007,222.22,51,1.0
19008,28.0,39,1.0
19009,248.0,25,1.0
19010,28.0,54,1.0
19011,99.0,57,11.0
19012,58.0,31,1.0
19013,28.0,14,4.0
19014,77.0,0,1.0
19015,249.0,57,5.0
19016,349.0,28,4.0
19017,260.0,1,1.0
19018,76.0,51,5.0
19019,260.0,1,2.0
19020,58.0,53,2.0
19021,251.0,13,3.0
19022,240.0,13,8.0
19023,148.0,31,14.0
19024,248.0,28,8.0
19025,75.0,12,1.0
19026,98.0,52,1.0
19027,77.0,0,1.0
19028,237.0,13,14.0
19029,100.0,54,1.0
19030,299.0,22,1.0
19031,137.45,13,5.0
19032,226.03,13,2.0
19033,62.0,51,16.0
19034,498.7,51,7.0
19035,268.0,1,2.0
19036,1249.0,25,5.0
19037,232.75,10,2.0
19038,110.0,1,1.0
19039,1699.0,25,9.0
19040,196.0,10,2.0
19041,173.0,51,3.0
19042,92.0,13,2.0
19043,110.0,51,7.0
19044,1249.0,54,5.0
19045,173.0,13,2.0
19046,207.0,51,6.0
19047,199.0,54,1.0
19049,2299.0,25,5.0
19050,246.19,13,4.0
19051,426.0,51,3.0
19052,173.0,13,4.0
19053,74.0,31,27.0
19054,79.0,56,2.0
19055,148.0,50,2.0
19056,223.2,21,2.0
19057,28.0,39,1.0
19058,72.0,51,5.0
19059,236.0,0,1.0
19060,98.0,21,1.0
19061,349.0,31,2.0
19062,69.0,1,3.0
19063,58.0,25,11.0
19064,89.82,51,2.0
19065,263.0,51,43.0
19066,998.0,51,9.0
19067,389.0,51,11.0
19068,80.0,51,7.0
19069,69.0,12,1.0
19070,69.0,51,4.0
19071,49.0,25,8.0
19072,94.15,51,2.0
19073,28.0,54,3.0
19074,250.0,13,3.0
19075,249.0,42,1.0
19076,149.0,59,1.0
19077,98.0,25,1.0
19078,98.0,26,1.0
19079,63.0,12,8.0
19080,58.0,15,4.0
19081,248.0,44,1.0
19082,99.0,53,5.0
19083,58.0,6,4.0
19084,28.0,18,1.0
19086,70.0,51,1.0
19087,77.82,51,1.0
19088,28.0,31,14.0
19089,119.2,25,46.0
19090,99.0,31,38.0
19091,99.0,31,129.0
19092,139.0,51,6.0
19093,199.0,42,40.0
19094,194.0,51,3.0
19095,98.0,16,1.0
19096,58.0,42,1.0
19097,28.0,39,1.0
19098,124.85,10,3.0
19099,149.0,54,1.0
19100,198.0,54,2.0
19101,98.0,37,3.0
19102,172.0,51,1.0
19103,149.0,25,2.0
19104,28.0,27,4.0
19105,48.0,37,3.0
19106,28.0,54,1.0
