,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
16622,399.0,28,12.0
16623,399.0,54,109.0
16624,499.0,25,41.0
16625,299.0,18,2.0
16626,499.0,31,54.0
16627,349.0,25,5.0
16628,399.0,25,57.0
16629,549.0,25,29.0
16630,399.0,57,18.0
16631,549.0,31,7.0
16632,378.0,51,1.0
16633,398.0,44,1.0
16634,248.0,44,2.0
16635,599.0,37,2.0
16636,599.0,42,2.0
16637,399.0,19,1.0
16638,149.0,31,28.0
16639,999.0,17,1.0
16640,149.0,31,11.0
16641,349.0,54,32.0
16642,549.0,54,6.0
16643,149.0,31,8.0
16644,299.0,24,1.0
16645,249.0,54,1.0
16646,499.0,54,4.0
16647,149.0,31,21.0
16648,399.0,31,5.0
16649,179.0,25,38.0
16650,249.0,26,1.0
16651,249.0,42,2.0
16652,198.0,54,6.0
16653,149.0,42,2.0
16654,149.0,31,16.0
16655,249.0,31,2.0
16656,149.0,31,26.0
16657,149.0,31,23.0
16658,149.0,54,2.0
16659,349.0,28,3.0
16660,1399.0,21,1.0
16661,499.0,19,1.0
16662,149.0,54,26.0
16663,349.0,31,9.0
16664,399.0,25,28.0
16665,1999.0,42,73.0
16666,299.0,25,2.0
16667,399.0,30,1.0
16668,149.0,31,5.0
16669,28.0,54,4.0
16670,399.0,31,127.0
16671,499.0,25,84.0
16672,346.0,28,23.0
16673,399.0,25,14.0
16674,299.0,25,5.0
16676,399.0,31,176.0
16677,499.0,25,70.0
16678,199.0,31,7.0
16679,999.0,25,16.0
16680,399.0,54,31.0
16681,749.0,54,9.0
16682,248.0,25,2.0
16683,299.0,31,2.0
16684,549.0,25,11.0
16685,399.0,58,1.0
16686,148.0,25,2.0
16687,299.0,18,1.0
16688,399.0,57,2.0
16689,499.0,31,1.0
16690,249.0,59,1.0
16691,249.0,4,1.0
16692,149.0,25,3.0
16693,149.0,31,5.0
16694,499.0,42,3.0
16695,199.0,57,17.0
16696,149.0,31,4.0
16697,149.0,31,25.0
16698,149.0,31,5.0
16699,749.0,25,14.0
16700,599.0,31,52.0
16701,249.0,31,3.0
16702,299.0,31,3.0
16703,599.0,25,2.0
16704,599.0,25,3.0
16705,599.0,6,1.0
16706,599.0,57,3.0
16707,549.0,25,3.0
16708,599.0,54,3.0
16709,599.0,25,2.0
16710,499.0,42,8.0
16711,249.0,31,1.0
16712,149.0,31,6.0
16713,199.0,25,9.0
16714,149.0,31,16.0
16715,58.0,37,1.0
16716,349.0,25,24.0
16717,549.0,25,8.0
16718,28.0,56,1.0
16719,349.0,25,4.0
16720,149.0,31,8.0
16721,449.0,31,25.0
16722,799.0,25,13.0
16723,149.0,31,11.0
16724,148.0,54,4.0
16725,549.0,31,3.0
16726,149.0,25,6.0
16727,1499.0,12,13.0
16728,449.0,57,7.0
16729,399.0,31,77.0
16730,499.0,31,35.0
16731,98.0,54,1.0
16732,399.0,31,136.0
16733,999.0,31,32.0
16734,1749.0,25,10.0
16735,999.0,25,40.0
16736,399.0,54,86.0
16737,999.0,31,30.0
16738,149.0,57,27.0
16739,399.0,31,3.0
16740,28.0,24,1.0
16741,58.0,56,2.0
16742,149.0,54,2.0
16743,148.0,14,1.0
16744,248.0,56,2.0
16745,148.0,32,1.0
16746,399.0,25,3.0
16747,149.0,25,9.0
16748,349.0,31,74.0
16749,399.0,31,9.0
16750,399.0,31,14.0
16751,749.0,25,5.0
16752,349.0,19,4.0
16753,349.0,58,4.0
16754,248.0,41,2.0
16755,700.0,22,12.0
16756,100.0,55,14.0
16757,299.0,25,1.0
16758,22.4,22,1.0
16759,65.0,16,1.0
16760,65.0,25,1.0
16761,40.0,25,3.0
16762,65.0,25,3.0
16763,40.0,54,3.0
16764,40.0,16,3.0
16765,65.0,28,1.0
16766,65.0,54,4.0
16767,40.0,54,5.0
16768,65.0,16,1.0
16769,40.0,54,2.0
16770,38.0,54,1.0
16771,65.0,27,3.0
16772,65.0,27,12.0
16773,65.0,54,5.0
16774,70.0,54,4.0
16775,70.0,25,5.0
16776,45.0,27,2.0
16777,45.0,54,9.0
16778,45.0,25,4.0
16779,70.0,54,5.0
16780,70.0,54,6.0
16781,70.0,54,8.0
16782,45.0,54,1.0
16783,70.0,54,3.0
16784,599.0,25,30.0
16785,599.0,55,11.0
16786,249.0,31,48.0
16787,2599.0,31,607.0
16788,2099.0,25,38.0
16789,299.0,25,33.0
16790,2899.0,31,432.0
16791,899.0,31,14.0
16792,3199.0,43,38.0
16793,3199.0,42,31.0
16794,5499.0,12,1.0
16795,329.0,31,44.0
16796,199.0,31,15.0
16797,790.0,55,1.0
16798,290.0,55,5.0
16799,790.0,55,6.0
16800,290.0,55,8.0
16801,790.0,55,1.0
16802,290.0,55,13.0
16803,790.0,55,5.0
16804,290.0,55,8.0
16805,290.0,55,5.0
16806,790.0,55,7.0
16807,790.0,55,5.0
16808,290.0,55,5.0
16809,790.0,55,5.0
16810,290.0,55,3.0
16812,290.0,55,4.0
16814,290.0,55,2.0
16815,790.0,55,1.0
16816,290.0,55,1.0
16817,290.0,55,2.0
16818,790.0,55,4.0
16819,790.0,55,10.0
16820,290.0,55,20.0
16821,315.0,55,31.0
16822,299.0,25,43.0
16823,240.0,22,19.0
16824,249.0,56,2.0
16825,3999.0,25,184.0
16826,4999.0,42,76.0
16827,498.0,6,1.0
16828,100.0,25,13.0
16829,190.0,25,11.0
16830,35.0,6,22.0
16831,60.0,21,47.0
16832,100.0,21,330.0
16833,90.0,25,5.0
16834,17.0,10,2.0
16835,24.0,10,1.0
16836,899.0,31,4.0
16837,1200.0,55,2.0
16838,599.0,9,2.0
16839,599.0,12,1.0
16840,599.0,12,1.0
16841,599.0,9,5.0
16842,1499.0,6,2.0
16843,599.0,9,125.0
16844,599.0,20,42.0
16845,299.0,28,2.0
16846,149.0,54,9.0
16847,349.0,31,64.0
16848,149.0,31,9.0
16849,399.0,28,81.0
16850,549.0,31,41.0
16851,149.0,31,13.0
16852,349.0,57,8.0
16853,148.0,19,1.0
16854,3499.0,54,3.0
16855,28.0,45,1.0
16856,149.0,57,6.0
16857,148.0,25,3.0
16858,399.0,31,5.0
16859,399.0,25,8.0
16860,799.0,25,10.0
16861,149.0,31,12.0
16862,349.0,28,2.0
16863,299.0,27,1.0
16864,299.0,31,2.0
16865,349.0,25,4.0
16866,499.0,25,6.0
16867,28.0,31,1.0
16868,749.0,7,9.0
16869,349.0,30,3.0
16870,379.0,25,5.0
16871,549.0,2,1.0
16872,399.0,28,3.0
16873,149.0,25,10.0
16874,149.0,25,36.0
16875,749.0,25,30.0
16876,399.0,31,27.0
16877,149.0,25,7.0
16878,149.0,25,3.0
16879,350.0,54,4.0
16880,1749.0,7,4.0
16881,599.0,31,9.0
16882,149.0,25,3.0
16883,549.0,57,2.0
16884,399.0,54,24.0
16885,999.0,25,11.0
16886,98.0,54,1.0
16887,99.0,21,1.0
16888,349.0,57,32.0
16889,749.0,25,13.0
16890,399.0,54,59.0
16891,1499.0,54,10.0
16892,999.0,54,5.0
16893,149.0,25,11.0
16894,149.0,31,14.0
16895,349.0,44,1.0
16896,399.0,57,21.0
16897,499.0,31,10.0
16898,1999.0,42,46.0
16899,1399.0,31,17.0
16900,399.0,54,104.0
16901,499.0,54,28.0
16902,149.0,31,30.0
16903,399.0,25,7.0
16904,149.0,25,16.0
16905,349.0,31,11.0
16906,349.0,56,10.0
16907,349.0,28,10.0
16908,28.0,21,1.0
16909,749.0,18,2.0
16910,249.0,3,1.0
16911,149.0,54,1.0
16912,148.0,54,2.0
16913,1699.0,25,4.0
16914,399.0,25,22.0
16915,149.0,25,3.0
16916,749.0,31,6.0
16917,749.0,31,8.0
16918,499.0,42,3.0
16919,399.0,28,16.0
16920,549.0,25,6.0
16921,149.0,31,10.0
16922,399.0,25,48.0
16923,599.0,25,29.0
16924,399.0,31,7.0
16925,499.0,12,1.0
16926,172.0,55,3.0
16927,149.0,55,6.0
16928,249.0,55,6.0
16929,149.0,25,2.0
16930,149.0,31,3.0
16931,299.0,31,4.0
16932,199.0,28,12.0
16933,299.0,12,1.0
16934,199.0,31,14.0
16935,1099.0,25,7.0
16936,149.0,31,2.0
16937,499.0,25,44.0
16938,349.0,31,2.0
16939,149.0,25,3.0
16940,349.0,54,4.0
16941,149.0,31,12.0
16942,399.0,31,26.0
16943,749.0,25,7.0
16944,149.0,25,23.0
16945,149.0,31,6.0
16946,199.0,31,57.0
16947,349.0,25,31.0
16948,349.0,25,30.0
16949,149.0,31,19.0
16950,149.0,31,29.0
16951,679.0,31,25.0
16952,199.0,57,1.0
16953,149.0,31,37.0
16954,499.0,31,23.0
16955,499.0,25,37.0
16956,399.0,31,84.0
16957,1499.0,25,28.0
16958,699.0,28,38.0
16959,169.0,31,4.0
16960,199.0,12,8.0
16961,399.0,25,9.0
16962,499.0,21,2.0
16963,399.0,31,17.0
16964,299.0,6,3.0
16965,299.0,42,2.0
16966,149.0,25,5.0
16967,149.0,15,3.0
16968,149.0,54,2.0
16969,198.0,54,1.0
16970,399.0,57,16.0
16971,499.0,25,10.0
16972,499.0,42,3.0
16973,399.0,57,20.0
16974,58.0,54,2.0
16975,399.0,25,12.0
16977,599.0,15,1.0
16978,98.0,16,1.0
16979,148.0,41,2.0
16980,198.0,54,2.0
16981,499.0,37,3.0
16982,149.0,25,3.0
16983,399.0,31,95.0
16984,1399.0,31,19.0
16985,499.0,31,32.0
16986,199.0,31,27.0
16987,299.0,31,21.0
16988,399.0,42,7.0
16989,1549.0,6,1.0
16990,199.0,31,5.0
16991,349.0,28,8.0
16992,28.0,54,1.0
16993,399.0,31,100.0
16994,549.0,25,27.0
16995,58.0,37,1.0
16996,28.0,54,1.0
16997,149.0,57,3.0
16998,199.0,31,18.0
16999,399.0,31,12.0
17000,149.0,31,4.0
17001,98.0,35,1.0
17002,398.0,23,1.0
17003,148.0,30,7.0
17004,58.0,54,2.0
17005,332.66,42,1.0
17006,149.0,57,5.0
17007,599.0,54,13.0
17008,298.0,25,4.0
17009,299.0,25,5.0
17010,599.0,31,24.0
17011,599.0,31,6.0
17012,1399.0,50,1.0
17013,6799.0,22,2.0
17014,1399.0,37,1.0
17015,5899.0,22,3.0
17016,189.0,54,2.0
17017,229.0,31,20.0
17018,199.0,27,12.0
17019,1599.0,25,6.0
17020,349.0,31,14.0
17021,5699.0,12,4.0
17022,6899.0,12,7.0
17023,6799.0,25,5.0
17024,199.0,28,3.0
17025,349.0,31,4.0
17026,749.0,6,2.0
17027,399.0,31,61.0
17028,1399.0,45,1.0
17029,198.0,6,3.0
17031,399.0,31,11.0
17032,749.0,31,5.0
17033,199.0,54,4.0
17034,27.0,13,1.0
17035,28.0,28,1.0
17036,199.0,54,8.0
17037,58.0,47,1.0
17038,99.0,31,10.0
17039,198.0,31,1.0
17040,148.0,54,2.0
17041,149.0,31,8.0
17042,149.0,58,33.0
17043,149.0,57,22.0
17044,149.0,57,4.0
17045,149.0,31,6.0
17046,449.0,31,80.0
17047,999.0,42,7.0
17048,699.0,28,15.0
17049,149.0,30,2.0
17050,149.0,28,10.0
17051,299.0,31,8.0
17052,399.0,25,7.0
17053,149.0,31,12.0
17054,199.0,31,2.0
17055,299.0,25,29.0
17056,499.0,42,16.0
17057,28.0,54,2.0
17058,149.0,25,4.0
17059,1199.0,31,1.0
17060,149.0,54,7.0
17061,399.0,28,8.0
17062,449.0,28,4.0
17063,169.0,31,17.0
17064,169.0,31,49.0
17065,169.0,31,17.0
17066,169.0,31,13.0
17067,1699.0,31,12.0
17068,649.0,54,6.0
17069,1599.0,31,4.0
17070,999.0,25,20.0
17071,1299.0,25,1.0
17072,399.0,31,14.0
17073,199.0,54,2.0
17074,149.0,30,2.0
17075,399.0,21,3.0
17076,399.0,31,14.0
17077,199.0,54,2.0
17078,399.0,31,5.0
17079,399.0,56,6.0
17080,199.0,54,2.0
17081,399.0,25,5.0
17082,149.0,24,1.0
17083,399.0,28,2.0
17084,1199.0,25,5.0
17085,669.0,31,7.0
17086,149.0,54,3.0
17087,149.0,25,6.0
17088,149.0,31,7.0
17089,399.0,54,12.0
17090,399.0,25,7.0
17091,399.0,42,5.0
17092,499.0,42,1.0
17093,7150.0,25,2.0
17094,199.0,57,1.0
17095,149.0,25,4.0
17096,399.0,31,87.0
17097,499.0,31,30.0
17098,149.0,16,4.0
17099,149.0,31,6.0
17100,249.0,31,14.0
17101,299.0,31,18.0
17102,299.0,6,10.0
17103,299.0,25,8.0
17104,399.0,28,52.0
17105,999.0,31,27.0
17106,699.0,28,20.0
17107,799.0,27,16.0
17108,499.0,57,45.0
17109,399.0,31,14.0
17110,699.0,25,20.0
17111,149.0,57,44.0
17112,349.0,25,10.0
17113,149.0,31,13.0
17114,198.0,56,2.0
17115,58.0,54,2.0
17116,248.0,57,1.0
17118,58.0,25,1.0
17119,149.0,25,6.0
17120,149.0,29,1.0
17121,399.0,25,12.0
17122,149.0,31,14.0
17123,199.0,31,3.0
17124,149.0,31,13.0
17125,399.0,31,11.0
17126,149.0,29,5.0
17127,349.0,54,6.0
17128,149.0,54,5.0
17129,149.0,44,3.0
17130,399.0,54,46.0
17131,1099.0,25,6.0
17132,549.0,54,7.0
17133,149.0,57,9.0
17134,149.0,57,5.0
17135,399.0,57,29.0
17136,349.0,31,147.0
17137,149.0,31,59.0
17138,399.0,25,39.0
17139,28.0,30,1.0
17140,199.0,31,18.0
17141,349.0,57,17.0
17142,399.0,31,24.0
17143,349.0,25,10.0
17144,499.0,37,1.0
17145,149.0,31,9.0
17146,549.0,16,2.0
17147,58.0,54,1.0
17148,149.0,31,12.0
17149,329.0,31,4.0
17150,98.0,41,1.0
17151,399.0,57,24.0
17152,749.0,57,5.0
17153,149.0,57,7.0
17154,369.0,31,4.0
17155,549.0,31,3.0
17156,149.0,25,11.0
17157,399.0,25,26.0
17158,399.0,57,9.0
17159,149.0,57,8.0
17160,58.0,37,1.0
17161,149.0,54,4.0
17162,399.0,25,12.0
17163,299.0,18,5.0
17164,399.0,54,28.0
17165,549.0,31,3.0
17166,149.0,31,5.0
17167,399.0,31,118.0
17168,549.0,31,30.0
17169,499.0,6,1.0
17170,299.0,28,3.0
17171,649.0,15,1.0
17172,149.0,31,22.0
17173,499.0,25,14.0
17174,199.0,31,6.0
17175,149.0,6,1.0
17176,149.0,25,9.0
17177,149.0,54,3.0
17178,299.0,57,4.0
17179,148.0,44,1.0
17180,149.0,31,20.0
17181,399.0,31,72.0
17182,499.0,57,20.0
17183,349.0,54,2.0
17184,169.0,4,1.0
17185,349.0,25,11.0
17186,549.0,31,7.0
17187,399.0,25,7.0
17188,149.0,54,2.0
17189,399.0,28,2.0
17190,149.0,31,22.0
17191,399.0,42,4.0
17192,199.0,31,8.0
17193,149.0,31,8.0
17194,199.0,25,9.0
17195,399.0,31,11.0
17196,499.0,25,10.0
17197,299.0,31,12.0
17198,399.0,54,47.0
17199,149.0,31,7.0
17200,749.0,18,3.0
17201,249.0,31,3.0
17202,149.0,31,29.0
17203,149.0,31,61.0
17204,699.0,5,2.0
17205,198.0,25,1.0
17206,149.0,31,14.0
17207,299.0,25,4.0
17208,499.0,31,6.0
17209,699.0,57,12.0
17210,1999.0,54,23.0
17211,399.0,57,18.0
17212,149.0,31,59.0
17213,149.0,25,42.0
17214,299.0,28,6.0
17215,28.0,31,1.0
17216,399.0,54,18.0
17217,349.0,57,53.0
17218,399.0,6,5.0
17219,749.0,4,1.0
17220,249.0,31,5.0
17221,149.0,31,38.0
17222,199.0,56,7.0
17223,199.0,57,7.0
17224,229.0,31,36.0
17225,229.0,25,46.0
17226,98.0,37,1.0
17227,98.0,54,1.0
17228,399.0,31,13.0
17229,999.0,31,13.0
17230,149.0,31,41.0
17231,149.0,56,2.0
17232,149.0,25,6.0
17233,399.0,57,72.0
17234,549.0,54,27.0
17235,149.0,31,3.0
17236,249.0,31,6.0
17237,149.0,25,11.0
17238,98.0,25,1.0
17239,199.0,6,1.0
17240,299.0,54,5.0
17241,349.0,54,48.0
17242,549.0,31,32.0
17243,399.0,31,21.0
17244,499.0,25,7.0
17245,349.0,31,1.0
17246,58.0,24,2.0
17247,399.0,54,17.0
17248,499.0,31,12.0
17249,999.0,15,2.0
17250,28.0,2,1.0
17251,149.0,31,6.0
17252,349.0,57,7.0
17253,399.0,57,135.0
17254,799.0,54,43.0
17255,149.0,31,16.0
17256,299.0,54,3.0
17257,349.0,25,4.0
17258,149.0,42,2.0
17259,399.0,25,13.0
17260,149.0,31,38.0
17261,449.0,31,89.0
17262,799.0,31,20.0
17263,149.0,54,4.0
17264,499.0,15,2.0
17265,98.0,31,4.0
17266,299.0,21,1.0
17267,149.0,25,3.0
17268,58.0,54,1.0
17269,399.0,31,46.0
17270,549.0,31,23.0
17271,98.0,42,1.0
17272,999.0,27,1.0
17273,98.0,31,5.0
17274,149.0,31,4.0
17275,98.0,28,1.0
17276,349.0,25,5.0
17277,149.0,25,12.0
17278,399.0,25,78.0
17279,499.0,31,65.0
17280,149.0,54,2.0
17281,299.0,31,15.0
17282,349.0,54,12.0
17283,149.0,25,3.0
17284,299.0,56,3.0
17285,499.0,31,4.0
17286,28.0,2,1.0
17287,149.0,31,6.0
17288,149.0,54,6.0
17289,249.0,42,1.0
17290,399.0,31,60.0
17291,349.0,57,4.0
17292,349.0,31,26.0
17293,499.0,31,7.0
17294,149.0,25,10.0
17295,349.0,15,1.0
17296,399.0,57,7.0
17297,699.0,28,1.0
17298,299.0,31,2.0
17299,98.0,25,3.0
17300,199.0,31,4.0
17301,349.0,31,17.0
17302,399.0,42,48.0
17303,349.0,28,1.0
17304,149.0,31,12.0
17305,399.0,54,3.0
17306,149.0,31,21.0
17307,499.0,30,1.0
17308,58.0,16,1.0
17309,248.0,12,2.0
17310,199.0,25,12.0
17311,149.0,31,12.0
17312,28.0,46,1.0
17313,149.0,25,3.0
17314,399.0,31,7.0
17315,399.0,31,82.0
17316,499.0,28,19.0
17317,399.0,31,35.0
17318,1399.0,31,12.0
17319,699.0,31,13.0
17320,399.0,25,25.0
17321,549.0,54,9.0
17322,169.0,31,86.0
17323,999.0,54,5.0
17324,249.0,54,6.0
17325,399.0,57,25.0
17326,349.0,54,4.0
17327,149.0,25,4.0
17328,149.0,46,1.0
17329,399.0,31,15.0
17330,28.0,47,1.0
17331,499.0,57,2.0
17332,449.0,57,8.0
17333,399.0,54,15.0
17334,169.0,25,4.0
17335,399.0,31,57.0
17336,198.0,30,1.0
17337,299.0,25,2.0
17338,149.0,31,6.0
17339,149.0,31,13.0
17340,28.0,25,1.0
17341,299.0,18,1.0
17342,149.0,31,11.0
17343,549.0,25,6.0
17344,199.0,54,7.0
17345,199.0,31,6.0
17346,399.0,31,149.0
17347,699.0,31,39.0
17348,149.0,31,8.0
17349,149.0,56,3.0
17350,149.0,54,4.0
17351,149.0,56,2.0
17352,28.0,37,1.0
17353,149.0,54,5.0
17354,149.0,28,2.0
17355,149.0,56,3.0
17356,149.0,54,4.0
17357,149.0,16,1.0
17358,149.0,54,6.0
17359,28.0,47,1.0
17360,28.0,54,2.0
17361,999.0,31,4.0
17362,149.0,25,21.0
17363,149.0,31,63.0
17364,149.0,31,7.0
17365,229.0,58,73.0
17366,399.0,54,20.0
17367,149.0,57,1.0
17368,149.0,31,2.0
17369,199.0,25,1.0
17370,249.0,12,1.0
17371,149.0,31,14.0
17372,149.0,31,13.0
17373,399.0,29,2.0
17374,399.0,31,75.0
17375,999.0,42,10.0
17376,699.0,28,17.0
17377,28.0,35,1.0
17378,299.0,25,14.0
17379,299.0,25,12.0
17380,299.0,25,9.0
17381,299.0,42,7.0
17382,349.0,57,10.0
17383,1499.0,28,2.0
17384,549.0,54,2.0
17385,149.0,31,8.0
17386,149.0,31,10.0
17387,449.0,31,85.0
17388,799.0,25,21.0
17389,149.0,25,9.0
17390,149.0,7,3.0
17391,99.0,31,9.0
17392,149.0,31,18.0
17393,399.0,31,6.0
17394,149.0,57,6.0
17395,399.0,54,3.0
17396,1799.0,25,16.0
17397,999.0,31,16.0
17398,169.0,31,39.0
17399,149.0,31,28.0
17400,169.0,57,44.0
17401,299.0,31,6.0
17402,58.0,18,1.0
17403,1449.0,31,22.0
17404,149.0,31,10.0
17405,149.0,31,7.0
17406,149.0,31,17.0
17407,149.0,31,4.0
17408,399.0,31,13.0
17409,449.0,25,20.0
17410,100.0,54,1.0
17411,1199.0,42,4.0
17412,149.0,31,25.0
17413,98.0,57,3.0
17414,148.0,59,1.0
17415,248.0,37,1.0
17416,169.0,31,33.0
17417,399.0,41,2.0
17418,169.0,31,45.0
17419,399.0,31,57.0
17420,549.0,25,25.0
17421,169.0,31,46.0
17422,149.0,31,12.0
17423,149.0,25,3.0
17424,399.0,57,7.0
17425,199.0,57,14.0
17426,349.0,31,4.0
17427,749.0,31,9.0
17428,248.0,6,4.0
17429,299.0,25,10.0
17430,329.0,57,3.0
17431,379.0,54,3.0
17432,198.0,54,1.0
17433,149.0,31,9.0
17434,349.0,54,3.0
17435,149.0,31,11.0
17436,349.0,54,30.0
17437,349.0,18,1.0
17438,149.0,31,7.0
17439,599.0,35,2.0
17440,249.0,31,3.0
17441,149.0,31,11.0
17442,1750.0,31,5.0
17443,349.0,54,2.0
17444,199.0,54,4.0
17445,399.0,57,31.0
17446,499.0,54,7.0
17447,58.0,54,4.0
17448,149.0,31,8.0
17449,149.0,31,29.0
17450,98.0,54,1.0
17451,149.0,31,8.0
17452,149.0,31,30.0
17453,199.0,6,1.0
17454,199.0,56,3.0
17455,149.0,25,6.0
17456,399.0,54,5.0
17457,399.0,31,43.0
17458,999.0,31,15.0
17459,899.0,31,7.0
17460,349.0,57,32.0
17461,499.0,25,12.0
17462,3250.0,31,3.0
17463,399.0,28,2.0
17464,999.0,31,3.0
17465,399.0,31,3.0
17466,98.0,16,1.0
17467,399.0,57,22.0
17468,749.0,31,4.0
17469,169.0,57,5.0
17470,199.0,57,22.0
17471,299.0,31,3.0
17472,349.0,25,4.0
17473,499.0,31,11.0
17474,399.0,57,11.0
17475,399.0,56,6.0
17476,999.0,25,2.0
17477,549.0,25,1.0
17478,349.0,28,2.0
17479,149.0,31,18.0
17480,399.0,31,97.0
17481,1399.0,25,76.0
17482,699.0,31,69.0
17483,349.0,25,5.0
17484,499.0,32,2.0
17485,449.0,25,5.0
17486,399.0,25,7.0
17487,149.0,54,7.0
17488,299.0,44,1.0
17489,149.0,31,25.0
17490,349.0,54,10.0
17491,199.0,25,31.0
17492,28.0,37,1.0
17493,149.0,25,16.0
17494,28.0,46,1.0
17495,299.0,25,7.0
17496,399.0,25,6.0
17497,399.0,31,15.0
17498,148.0,54,4.0
17499,499.0,25,11.0
17500,499.0,31,47.0
17501,699.0,25,12.0
17502,199.0,31,5.0
17503,249.0,31,18.0
17504,249.0,31,4.0
17505,3799.0,25,7.0
17506,699.0,31,10.0
17507,499.0,56,1.0
17508,499.0,25,4.0
17509,499.0,25,4.0
17510,849.0,31,11.0
17511,149.0,31,1.0
17512,149.0,31,1.0
17513,499.0,31,7.0
17514,499.0,31,6.0
17515,499.0,31,6.0
17516,499.0,31,6.0
17517,499.0,31,8.0
17518,98.0,54,1.0
17519,349.0,31,27.0
17520,349.0,31,23.0
17521,349.0,31,23.0
17522,349.0,31,17.0
17523,349.0,31,17.0
17524,1349.0,25,1.0
17525,199.0,54,5.0
17526,199.0,31,13.0
17527,229.0,57,18.0
17528,28.0,25,1.0
17529,149.0,57,5.0
17530,98.0,44,1.0
17531,299.0,42,2.0
17532,198.0,15,2.0
17533,1199.0,56,6.0
17534,999.0,5,3.0
17535,98.0,54,4.0
17536,98.0,4,1.0
17537,98.0,30,1.0
17538,28.0,56,1.0
17539,349.0,57,14.0
17540,2250.0,31,3.0
17541,198.0,25,2.0
17542,399.0,56,1.0
17543,1199.0,25,8.0
17544,999.0,27,4.0
17545,149.0,31,14.0
17546,449.0,31,7.0
17547,149.0,30,5.0
17548,399.0,31,21.0
17549,299.0,31,12.0
17550,27.0,1,1.0
17551,149.0,31,13.0
17552,58.0,54,1.0
17553,1399.0,31,4.0
17554,299.0,57,7.0
17555,149.0,25,3.0
17556,149.0,31,6.0
17557,98.0,56,2.0
17558,28.0,37,1.0
17559,4950.0,25,3.0
17560,399.0,54,7.0
17561,149.0,25,5.0
17562,999.0,26,3.0
17563,549.0,42,2.0
17564,149.0,31,17.0
17565,399.0,31,12.0
17566,1149.0,15,1.0
17567,349.0,25,7.0
17568,399.0,25,43.0
17569,749.0,25,14.0
17570,229.0,31,32.0
17571,399.0,25,5.0
17572,169.0,57,8.0
17573,549.0,25,10.0
17574,149.0,44,2.0
17575,148.0,37,1.0
17576,499.0,31,6.0
17577,399.0,31,14.0
17578,149.0,56,2.0
17579,149.0,6,1.0
17580,199.0,54,2.0
17581,399.0,25,48.0
17582,699.0,25,15.0
17583,799.0,42,9.0
17584,2299.0,25,4.0
17585,58.0,23,1.0
17586,249.0,16,2.0
17587,299.0,55,2.0
17588,249.0,16,1.0
17589,250.0,31,45.0
17590,98.0,21,1.0
17591,349.0,54,11.0
17592,349.0,28,2.0
17593,349.0,28,6.0
17594,349.0,18,1.0
17595,349.0,31,16.0
17596,349.0,31,9.0
17597,299.0,31,5.0
17598,299.0,31,4.0
17599,249.0,31,7.0
17600,103.0,10,1.0
17601,114.0,10,1.0
17602,378.0,10,1.0
17603,698.0,7,1.0
17604,300.0,22,33.0
17605,300.0,55,2.0
17606,50.0,55,9.0
17607,299.0,54,2.0
17608,1399.0,9,8.0
17609,1399.0,9,2.0
17610,329.0,31,66.0
17611,299.0,54,2.0
17612,69.0,55,5.0
17613,69.0,55,1.0
17614,69.0,55,5.0
17615,129.0,55,12.0
17616,99.0,55,10.0
17617,299.0,55,49.0
17618,199.0,55,13.0
17619,699.0,31,7.0
17620,299.0,31,25.0
17621,299.0,31,10.0
17622,349.0,31,38.0
17623,349.0,31,5.0
17624,349.0,31,48.0
17625,299.0,31,32.0
17626,261.0,55,1.0
17627,127.0,55,3.0
17628,1801.02,20,3.0
17629,1801.02,20,5.0
17630,1799.0,31,3.0
17631,1801.02,20,2.0
17632,1499.0,9,9.0
17633,2199.0,9,2.0
17634,2199.0,9,1.0
17635,1799.0,20,3.0
17636,2199.0,9,3.0
17637,2199.0,25,4.0
17638,1799.0,25,3.0
17639,127.0,55,3.0
17640,399.0,12,32.0
17641,249.0,12,59.0
17642,3999.0,12,2.0
17643,1399.0,7,1.0
17644,1199.0,31,7.0
17645,1199.0,54,5.0
17646,249.0,28,6.0
17647,249.0,31,13.0
17648,249.0,31,14.0
17649,127.0,55,1.0
17650,28.0,42,1.0
17651,58.0,22,3.0
17652,249.0,25,1.0
17653,1349.1,9,1.0
17654,3999.0,12,108.0
17655,2999.0,12,12.0
17656,3000.12333333,20,16.0
17657,2399.0,25,5.0
17658,2299.0,27,2.0
17659,3999.0,12,92.0
17660,2999.0,31,15.0
17661,2999.6740000000004,20,15.0
17662,1999.0,12,181.0
17663,27.0,0,1.0
17664,599.0,31,46.0
17665,1549.0,42,1.0
17666,1549.0,42,4.0
17667,849.0,22,32.0
17668,99.0,22,15.0
17669,1399.0,12,2.0
17670,699.0,25,8.0
17671,1399.0,44,1.0
17672,299.0,31,6.0
17673,249.0,14,1.0
17674,295.99,55,57.0
17675,399.0,55,4.0
17676,28.0,50,1.0
17677,58.0,23,1.0
17678,2999.0,25,1.0
17679,129.0,10,5.0
17680,50.0,14,1.0
17681,50.0,54,4.0
17682,50.0,28,1.0
17683,50.0,28,1.0
17684,50.0,14,1.0
17685,50.0,54,2.0
17686,30.0,54,3.0
17687,50.0,54,5.0
17688,50.0,54,3.0
17689,50.0,14,2.0
17690,50.0,54,3.0
17691,50.0,54,2.0
17692,85.0,54,2.0
17693,85.0,27,1.0
